name,artist,artist_first_letter,artist_songs_ratio,year,song_popularity,artist_popularity,duration_ms,key,time_signature,acousticness,danceability,energy,instrumentalness,loudness,speechiness,valence,tempo,genres,views,old_chart_position,new_chart_location
seventies_Jolene,Dolly Parton,D,0.004024145,1973,74,75,161533,1,4,0.566,0.674,0.537,0,-10.971,0.0363,0.809,110.578,"['Country music', 'Bluegrass music']",198536,0,25
seventies_I Will Always Love You,Dolly Parton,D,0.004024145,1974,60,75,176093,9,4,0.96,0.446,0.142,0.00114,-13.498,0.0335,0.156,135.724,['Country music'],415414,0,0
seventies_Vincent,Don McLean,D,0.004024145,1972,65,69,243493,7,3,0.908,0.419,0.085,5.33E-06,-19.387,0.0362,0.458,91.509,['Folk rock'],5954,19,64
seventies_American Pie,Don McLean,D,0.004024145,1988,72,69,515866,7,4,0.6,0.527,0.509,0,-10.893,0.0628,0.497,138.317,"['Folk music', 'Folk rock']",43928,0,47
seventies_Love To Love You Baby,Donna Summer,D,0.00804829,1976,33,68,255047,8,4,0.0887,0.594,0.499,0.000319,-16.193,0.0931,0.403,96.178,"['Disco', 'Funk']",48062,13,0
seventies_I Feel Love,Donna Summer,D,0.00804829,1977,43,68,225213,7,4,0.0633,0.673,0.792,0.632,-10.94,0.0427,0.964,125.72,['Hi-NRG'],67694,17,0
seventies_Hot Stuff,Donna Summer,D,0.00804829,1979,62,68,314760,0,4,0.00559,0.823,0.743,0.0306,-13.98,0.0316,0.966,120.471,"['Disco', 'Rock music']",37062,0,0
seventies_Bad Girls,Donna Summer,D,0.00804829,1979,59,68,295106,2,4,0.00387,0.857,0.7,0.0164,-14.506,0.0358,0.973,120.529,"['Disco', 'Hi-NRG', 'R&B']",34512,0,0
seventies_The Ghetto,Donny Hathaway,D,0.002012072,1969,56,64,413773,5,4,0.37,0.739,0.523,0.194,-10.462,0.0303,0.826,113.939,['Soul jazz'],7936,0,0
seventies_When You're In Love With A Beautiful Woman,Dr. Hook,D,0.002012072,1979,56,62,178826,8,4,0.405,0.679,0.728,0.00261,-9.539,0.0378,0.852,109.623,"['Middle of the road (music)', 'Country pop', 'Disco']",19811,0,0
seventies_Dschinghis Khan,Dschinghis Khan,D,0.002012072,1993,32,53,183066,4,4,0.397,0.674,0.924,0,-6.136,0.0643,0.949,140.832,[],79375,0,0
seventies_Hotel California,Eagles,E,0.006036217,1977,81,80,391376,2,4,0.00574,0.579,0.508,0.000494,-9.484,0.027,0.609,147.125,['Rock music'],209498,1,3
seventies_Take It Easy,Eagles,E,0.006036217,1972,75,80,211577,7,4,0.343,0.575,0.67,4.95E-06,-10.39,0.0318,0.74,139.191,['Country rock'],103352,0,0
seventies_Desperado (2013 Remaster),Eagles,E,0.006036217,1973,64,80,213712,7,4,0.946,0.228,0.224,0.000222,-12.749,0.0311,0.18,60.3,[],0,0,0
seventies_September,"Earth, Wind & Fire",E,0.004024145,1978,61,77,215080,9,4,0.165,0.694,0.831,0.000892,-7.288,0.0301,0.98,125.901,"['Contemporary R&B', 'Disco', 'Funk', 'Soul music']",120408,0,96
seventies_Fantasy,"Earth, Wind & Fire",E,0.004024145,1978,65,77,226213,4,4,0.291,0.666,0.714,0.0212,-9.448,0.0617,0.69,89.018,"['Rhythm and blues', 'Disco']",16951,0,0
seventies_Boogie Wonderland,"Earth, Wind & Fire",E,0.004024145,1979,49,60,168195,0,4,0.00448,0.724,0.891,0.0108,-4.275,0.047,0.717,124.061,['Disco'],35723,0,0
seventies_War,Edwin Starr,E,0.002012072,1970,64,57,200266,1,4,0.0939,0.59,0.671,0,-12.484,0.154,0.736,109.333,['Psychedelic soul'],57329,0,0
seventies_Mr. Blue Sky,Electric Light Orchestra,E,0.010060362,1979,79,76,303373,10,4,0.652,0.388,0.338,3.72E-06,-10.054,0.0328,0.477,177.784,"['Pop rock', 'Art rock', 'Progressive pop']",157037,16,66
seventies_Last Train to London,Electric Light Orchestra,E,0.010060362,1979,63,76,270066,7,4,0.396,0.727,0.537,0.000789,-9.785,0.0295,0.954,121.493,"['Disco', 'Progressive rock']",14387,0,0
seventies_Can't Get It out of My Head,Electric Light Orchestra,E,0.010060362,1975,49,76,261466,0,4,0.748,0.226,0.382,0.0084,-14.449,0.0281,0.33,169.146,['Soft rock'],14631,0,0
seventies_Don't Bring Me Down,Electric Light Orchestra,E,0.010060362,1979,68,76,243373,2,4,0.144,0.638,0.867,0.000733,-6.469,0.0331,0.805,115.692,['Pop rock'],84573,0,0
seventies_Livin' Thing,Electric Light Orchestra,E,0.010060362,1977,68,76,212306,0,4,0.583,0.549,0.651,0,-7.097,0.0323,0.368,122.818,[],23573,14,0
seventies_Sunshine After The Rain,Elkie Brooks,E,0.002012072,1977,25,42,203426,3,4,0.695,0.657,0.472,0,-8.171,0.0276,0.378,106.412,[],5600,0,0
seventies_Tiny Dancer,Elton John,E,0.024144869,1972,78,86,377093,0,4,0.382,0.414,0.428,0.000243,-11.097,0.0278,0.282,145.075,['Pop music'],189501,0,87
seventies_Don't Go Breaking My Heart,Elton John,E,0.024144869,1976,75,86,275440,5,4,0.177,0.728,0.824,1.48E-06,-8.632,0.0353,0.787,131.468,"['Pop music', 'Soft rock']",137212,1,86
seventies_Sorry Seems To Be The Hardest Word,Elton John,E,0.024144869,1976,59,86,228933,7,4,0.828,0.371,0.22,1.23E-06,-12.797,0.0324,0.112,118.464,[],53226,20,79
seventies_Goodbye Yellow Brick Road,Elton John,E,0.024144869,1974,64,86,192826,5,4,0.484,0.574,0.47,0.00118,-7.675,0.027,0.372,121.642,"['Rock music', 'Pop rock', 'Glam rock']",298665,2,50
"seventies_Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,E,0.024144869,1972,80,86,281613,10,4,0.386,0.602,0.522,1.44E-05,-9.031,0.0285,0.36,136.637,['Soft rock'],329192,0,45
seventies_Your Song,Elton John,E,0.024144869,1970,75,86,240750,3,4,0.825,0.561,0.302,5.21E-06,-10.986,0.0319,0.278,128.172,"['Traditional pop', 'Soft rock']",231523,0,13
seventies_Crocodile Rock,Elton John,E,0.024144869,1973,69,86,235440,4,4,0.0326,0.626,0.803,1.35E-05,-7.214,0.0358,0.968,149.918,"['Rock and roll', 'Glam rock', 'Pop rock']",81006,17,0
seventies_Daniel,Elton John,E,0.024144869,1973,64,86,234666,0,4,0.414,0.691,0.467,4.15E-05,-11.861,0.0293,0.904,132.019,['Soft rock'],106540,22,0
seventies_Saturday Night’s Alright (For Fighting),Elton John,E,0.024144869,1973,44,86,295833,0,4,0.0173,0.514,0.976,0.104,-6.347,0.0428,0.942,152.895,"['Glam rock', 'Hard rock', 'Proto-punk']",57480,0,0
seventies_Don't Let The Sun Go Down On Me,Elton John,E,0.024144869,1974,57,86,336733,0,4,0.121,0.424,0.446,1.89E-06,-8.526,0.0261,0.354,139.701,[],98665,0,0
seventies_Pinball Wizard,Elton John,E,0.024144869,1969,56,86,309106,5,4,0.139,0.502,0.868,1.43E-05,-5.706,0.0514,0.539,130.58,"['Hard rock', 'Power pop']",165158,0,0
seventies_Bennie And The Jets,Elton John,E,0.024144869,1974,70,86,322548,0,4,0.259,0.665,0.673,7.62E-06,-7.95,0.0493,0.779,132.642,['Glam rock'],204055,0,0
seventies_Alison,Elvis Costello,E,0.002012072,1977,54,60,204533,1,4,0.719,0.738,0.316,9.44E-06,-10.763,0.0357,0.377,88.172,"['Pub Rock', 'New wave music']",17640,0,0
seventies_(I Don't Want To Go To) Chelsea,Elvis Costello & The Attractions,E,0.004024145,1978,41,59,190306,11,4,0.0827,0.514,0.846,0.000494,-5.456,0.0414,0.946,167.002,['New wave'],7034,0,0
seventies_Oliver's Army,Elvis Costello & The Attractions,E,0.004024145,1979,57,59,179613,4,4,0.137,0.523,0.735,0,-9.199,0.0292,0.903,143.182,['New wave music'],53759,0,0
seventies_Always On My Mind,Elvis Presley,E,0.002012072,1973,55,81,218440,7,4,0.746,0.358,0.387,0.0121,-14.342,0.0324,0.495,181.183,[],199771,0,72
seventies_Lucky Man,"Emerson, Lake & Palmer",E,0.002012072,1970,57,56,275920,7,3,0.0914,0.346,0.379,0.0566,-15.662,0.0304,0.478,154.01,"['Folk rock', 'Progressive rock']",29689,0,0
seventies_All By Myself,Eric Carmen,E,0.002012072,1976,51,65,271626,7,4,0.721,0.442,0.398,0.763,-10.778,0.0315,0.178,115.962,['Soft rock'],121262,4,0
seventies_Wonderful Tonight,Eric Clapton,E,0.00804829,1977,53,77,222626,7,4,0.672,0.569,0.287,0.0599,-11.843,0.0266,0.463,95.426,['Soft rock'],62348,0,74
seventies_Lay Down Sally,Eric Clapton,E,0.00804829,1977,58,77,236093,4,4,0.598,0.69,0.5,0.0288,-16.145,0.0909,0.586,191.539,"['Roots rock', 'Country rock']",23606,0,0
seventies_Let It Grow,Eric Clapton,E,0.00804829,1974,42,77,298280,4,4,0.245,0.422,0.4,0.241,-13.519,0.0246,0.312,77.688,[],0,0,0
seventies_Cocaine,Eric Clapton,E,0.00804829,1977,68,77,221640,9,4,0.0607,0.699,0.502,0.0337,-12.526,0.0278,0.676,105.266,['Blues rock'],62133,0,0
seventies_Bell Bottom Blues,Eric Clapton,E,0.002012072,1971,55,65,301720,2,4,0.601,0.413,0.693,0.0553,-5.936,0.0351,0.668,133.137,['Blues rock'],18888,0,0
seventies_One Way Ticket,Eruption,E,0.002012072,1959,52,45,213200,1,4,0.319,0.719,0.732,6.51E-06,-9.227,0.0408,0.96,123.569,['Pop music'],22157,0,0
seventies_Go Your Own Way,Fleetwood Mac,F,0.010060362,1977,72,83,223613,5,4,0.0167,0.586,0.941,0.000776,-5.139,0.0375,0.831,135.448,['Rock music'],103165,24,78
seventies_The Chain,Fleetwood Mac,F,0.010060362,1977,77,83,270213,9,4,0.009,0.545,0.67,0.000822,-8.81,0.0496,0.481,151.553,"['Hard rock', 'Country rock', 'Folk rock']",116591,0,0
seventies_Rhiannon,Fleetwood Mac,F,0.010060362,1976,66,83,252773,9,4,0.111,0.723,0.49,0.0946,-14.745,0.0296,0.795,129.012,"['Rock music', 'Soft rock']",70900,0,0
seventies_Dreams,Fleetwood Mac,F,0.010060362,1977,78,83,257800,0,4,0.0644,0.828,0.492,0.00428,-9.744,0.0276,0.789,120.151,['Soft rock'],89088,0,0
seventies_Don't Stop,Fleetwood Mac,F,0.010060362,1977,65,83,193346,9,4,0.0373,0.672,0.72,9.38E-06,-7.781,0.035,0.828,118.731,['Rock music'],43888,0,0
seventies_Cold as Ice,Foreigner,F,0.002012072,1977,68,73,200573,3,4,0.0987,0.516,0.486,1.48E-06,-11.81,0.0272,0.471,132.542,[],24321,0,0
seventies_Grease,Frankie Valli,F,0.002012072,1979,62,62,207306,11,4,0.156,0.82,0.464,0,-8.45,0.0481,0.872,109.374,"['Funk rock', 'Disco']",49911,13,0
"seventies_December, 1963 (Oh What a Night!)",Frankie Valli & The Four Seasons,F,0.002012072,1975,63,68,201093,1,4,0.058,0.727,0.588,5.46E-06,-9.568,0.0253,0.964,104.413,"['Disco', 'Pop music']",107591,0,0
seventies_All Right Now,Free,F,0.002012072,1970,69,62,330643,2,4,0.221,0.787,0.472,0.000336,-12.824,0.0832,0.824,120.059,"['Hard rock', 'Blues rock']",70441,0,0
seventies_One Nation Under a Groove (2015 Remaster,Funkadelic,F,0.002012072,1978,37,58,449013,4,4,0.304,0.782,0.777,0.00113,-8.434,0.0409,0.872,122.431,[],0,0,0
seventies_The Flesh Failures (Let the Sunshine In),Galt MacDermot,G,0.006036217,1969,40,52,364066,7,4,0.045,0.56,0.859,0,-9.127,0.0925,0.468,106.237,"['Psychedelic soul', 'Sunshine pop']",97511,0,63
seventies_Aquarius,Galt MacDermot,G,0.006036217,1969,48,52,288360,8,4,0.0614,0.689,0.62,0.00209,-10.415,0.0644,0.816,81.597,"['Psychedelic soul', 'Sunshine pop']",97511,0,37
seventies_Good Morning Starshine,Galt MacDermot,G,0.006036217,1979,35,52,145066,0,4,0.358,0.601,0.458,0,-12.348,0.0583,0.586,139.414,"['Blues rock', 'Psychedelic pop', 'Psychedelic rock']",3579,0,0
seventies_Rock & Roll Part 2,Gary Glitter,G,0.002012072,1972,3,45,193253,11,4,0.000292,0.71,0.314,0.785,-10.666,0.082,0.401,129.124,['Glam rock'],35407,0,0
seventies_Parisienne Walkways,Gary Moore,G,0.002012072,1978,35,61,200907,9,4,0.661,0.367,0.149,0.0696,-18.256,0.0282,0.233,87.795,['Blues rock'],14703,0,0
seventies_Cars,Gary Numan,G,0.002012072,1979,61,57,238906,2,4,0.00967,0.542,0.578,5.97E-05,-8.755,0.0404,0.809,128,"['Synth-pop', 'New wave music']",58350,0,0
seventies_Are 'Friends' Electric?,Gary Numan / Tubeway Army,G,0.002012072,1979,45,38,325200,5,4,0.03,0.423,0.748,0.221,-9.832,0.0387,0.428,93.977,"['Synthpop', 'New wave music']",22101,0,0
seventies_Follow You Follow Me,Genesis,G,0.002012072,1978,57,71,240991,7,4,0.146,0.531,0.747,0.0722,-9.368,0.0344,0.761,93.559,['Soft rock'],27186,0,0
seventies_My Sweet Lord,George Harrison,G,0.004024145,1971,74,72,281226,1,4,0.0794,0.538,0.704,0,-8.904,0.0332,0.583,120.963,"['Folk rock', 'Gospel music']",152144,1,0
seventies_All Things Must Pass,George Harrison,G,0.004024145,1970,58,72,226866,9,4,0.494,0.508,0.56,0.00611,-8.244,0.0304,0.386,122.514,"['Rock music', 'Folk rock']",186541,0,0
seventies_Rock Your Baby,George McCrae,G,0.002012072,1974,56,54,200053,1,4,0.169,0.594,0.906,0.00122,-5.536,0.0594,0.892,104.411,"['Disco', 'Memphis soul']",22841,21,0
seventies_Baker Street,Gerry Rafferty,G,0.002012072,1979,67,63,365626,7,4,0.0929,0.497,0.349,0.028,-14,0.0297,0.421,113.762,"['Jazz rock', 'Pop rock', 'Soft rock']",139429,21,0
seventies_The Revolution Will Not Be Televised,Gil Scott-Heron,G,0.002012072,1971,48,55,187346,11,4,0.51,0.56,0.767,0,-9.825,0.191,0.961,180.637,"['Funk', 'Spoken word']",78017,0,0
seventies_Clair,Gilbert O'Sullivan,G,0.004024145,1973,48,57,180453,9,4,0.581,0.75,0.518,0,-7.087,0.0282,0.612,105.635,['Pop music'],20220,11,0
seventies_Alone Again (Naturally),Gilbert O'Sullivan,G,0.004024145,1972,62,57,217728,8,4,0.583,0.558,0.464,0.000133,-8.488,0.0354,0.559,171.762,['Soft rock'],67243,1,0
seventies_I Will Survive,Gloria Gaynor,G,0.002012072,1978,55,67,195880,9,4,0.0783,0.773,0.829,0.00349,-6.903,0.0713,0.63,115.904,['Disco'],130643,0,18
seventies_Wake up Everybody,Harold Melvin & The Blue Notes,H,0.002012072,1975,56,59,451400,6,4,0.154,0.573,0.546,0,-12.163,0.0631,0.636,98.223,"['Contemporary R&B', 'Soul music']",12560,0,0
seventies_Without You,Harry Nilsson,H,0.002012072,1972,62,63,201000,4,4,0.612,0.392,0.185,2.89E-06,-15.472,0.0285,0.145,64.933,[],179075,5,0
seventies_Barracuda,Heart,H,0.002012072,1977,73,71,261933,4,4,0.015,0.547,0.691,0.105,-13.553,0.0369,0.667,137.148,"['Rock music', 'Hard rock', 'Heavy metal music']",71598,0,0
seventies_Boogie Nights,Heatwave,H,0.002012072,1977,54,53,303533,4,4,0.349,0.62,0.54,2.53E-05,-14.636,0.0422,0.759,118.823,['Disco'],15090,0,0
seventies_Popcorn,Hot Butter,H,0.002012072,1969,42,33,151440,11,4,0.0425,0.784,0.626,0.703,-14.617,0.0572,0.952,136.886,['Synth-pop'],66723,0,0
seventies_You Sexy Thing,Hot Chocolate,H,0.002012072,1975,70,63,244920,5,4,0.522,0.791,0.734,0.00165,-5.464,0.0629,0.962,105.854,"['Funk', 'Disco', 'Soul music']",48897,0,0
seventies_Hit Me With Your Rhythm Stick,Ian Dury,I,0.002012072,1978,46,47,223133,5,4,0.0739,0.713,0.861,0.00173,-7.834,0.036,0.898,104.299,"['Rock music', 'Post-punk', 'Disco']",23197,0,0
seventies_The Passenger,Iggy Pop,I,0.004024145,1977,70,68,283360,0,4,0.0839,0.495,0.898,3.07E-06,-5.383,0.054,0.746,134.852,[],50212,0,0
seventies_Lust For Life,Iggy Pop,I,0.004024145,1977,65,68,313925,9,4,0.0276,0.383,0.97,0,-5.638,0.0435,0.62,101.603,"['Hard rock', 'Punk rock']",61076,0,0
seventies_Walk On By,Isaac Hayes,I,0.004024145,1964,53,58,273066,6,4,0.0462,0.313,0.34,0.000465,-15.315,0.0504,0.407,145.955,[],42530,0,0
"seventies_Theme From ""Shaft""",Isaac Hayes,I,0.004024145,1971,44,58,196160,9,4,0.0104,0.497,0.616,2.09E-06,-15.392,0.0401,0.855,119.95,"['Soul music', 'Funk']",32726,0,0
seventies_The Boss,James Brown,J,0.004024145,2009,37,69,194933,1,4,0.386,0.715,0.563,0.0517,-8.307,0.04,0.573,97.452,[],0,0,0
seventies_Get Up I Feel Like Being Like A Sex Machine,James Brown,J,0.004024145,1970,59,69,318800,10,4,0.273,0.833,0.661,0.000149,-7.595,0.101,0.858,108.314,['Funk'],27405,0,0
seventies_You've Got a Friend,James Taylor,J,0.004024145,1971,66,72,268706,9,4,0.681,0.695,0.282,0.0267,-15.359,0.0295,0.445,91.681,['Soft rock'],89436,0,0
seventies_Fire and Rain,James Taylor,J,0.004024145,1970,70,72,200579,5,4,0.499,0.611,0.35,7.84E-06,-14.48,0.0356,0.36,76.064,"['Soft rock', 'Folk rock']",68997,0,0
seventies_At Seventeen,Janis Ian,J,0.002012072,1975,48,46,283080,0,4,0.887,0.612,0.279,0.000129,-16.625,0.0457,0.351,125.139,['Soft rock'],40156,0,0
seventies_Me and Bobby McGee,Janis Joplin,J,0.004024145,1969,68,69,271333,2,4,0.302,0.453,0.464,5.96E-05,-10.96,0.0431,0.658,93.19,['Country music'],132119,0,0
seventies_Cry Baby,Janis Joplin,J,0.004024145,1963,63,69,238600,0,3,0.515,0.474,0.418,0.000342,-9.654,0.03,0.504,83.18,['Soul blues'],12216,0,0
seventies_Porqué Te Vas?,Jeanette,J,0.002012072,1974,56,58,201160,0,4,0.427,0.612,0.458,8.41E-06,-11.086,0.069,0.961,172.516,"['Pop music', 'Canción melódica']",22123,0,0
seventies_Coupable,Jean-François Michaël,J,0.002012072,2003,23,29,169769,2,4,0.166,0.671,0.606,0.000238,-8.86,0.0235,0.389,94.975,[],0,0,0
"seventies_Oxygene, Pt. 4",Jean-Michel Jarre,J,0.002012072,2015,53,58,246893,7,3,0.0234,0.43,0.755,0.591,-8.457,0.0365,0.657,188.904,[],0,0,0
seventies_Aqualung,Jethro Tull,J,0.002012072,1971,63,63,396186,7,4,0.0667,0.48,0.47,0.0171,-11.919,0.044,0.701,122.569,"['Progressive rock', 'Folk rock', 'Hard rock']",106882,0,0
seventies_Angel,Jimi Hendrix,J,0.002012072,1971,43,76,262880,8,4,0.186,0.39,0.691,0.0161,-9.278,0.0619,0.348,133.958,['Rock music'],12320,0,0
seventies_Many Rivers To Cross,Jimmy Cliff,J,0.002012072,1969,49,65,163453,5,4,0.726,0.433,0.267,0.01,-12.579,0.069,0.114,137.802,['Reggae'],22349,0,0
seventies_You Are So Beautiful,Joe Cocker,J,0.004024145,1974,59,70,160973,1,4,0.924,0.373,0.0756,0.00238,-18.731,0.0331,0.108,122.722,"['Pop music', 'Soul music']",70687,0,0
seventies_L'été indien,Joe Dassin,J,0.002012072,1975,51,60,269320,7,4,0.167,0.476,0.602,0.000706,-8.929,0.0371,0.62,121.608,['Pop music'],5996,0,0
seventies_I Keep A Close Watch,John Cale,J,0.002012072,1996,20,52,209840,10,4,0.0828,0.563,0.447,0.00117,-12.542,0.0255,0.207,108.911,[],0,0,0
"seventies_Take Me Home, Country Roads",John Denver,J,0.002012072,1971,76,73,197813,9,4,0.546,0.255,0.43,1.87E-05,-12.564,0.0322,0.546,164.267,['Country music'],326564,0,93
seventies_Stand By Me,John Lennon,J,0.016096579,1961,62,73,211666,9,4,0.29,0.632,0.556,0.0215,-10.138,0.0288,0.633,104.996,"['Rhythm and blues', 'Soul music']",167859,0,82
seventies_Imagine,John Lennon,J,0.016096579,1972,75,73,187866,0,4,0.907,0.547,0.257,0.183,-12.358,0.0252,0.169,75.752,"['Soft rock', 'Pop music']",247137,4,5
seventies_Jealous Guy,John Lennon,J,0.016096579,1985,65,73,257786,4,4,0.877,0.489,0.389,0.32,-11.653,0.0284,0.254,131.366,"['Soft rock', 'Pop music']",50661,0,0
seventies_Working Class Hero,John Lennon,J,0.016096579,1975,6,73,275600,9,4,0.478,0.302,0.41,0.000257,-6.757,0.0482,0.186,84.933,['Folk music'],43816,0,0
seventies_Oh My Love,John Lennon,J,0.016096579,1971,50,73,168106,9,4,0.985,0.529,0.104,0.291,-19.669,0.0392,0.183,135.235,['Rock music'],11439,0,0
seventies_#9 Dream,John Lennon,J,0.016096579,2012,4,58,271880,0,4,0.627,0.607,0.374,0.141,-9.875,0.0284,0.237,112.978,[],0,0,0
seventies_Love,John Lennon,J,0.016096579,1970,46,73,202146,2,4,0.887,0.613,0.0609,0.0197,-21.297,0.0391,0.156,80.988,['Soft rock'],11440,0,0
seventies_Instant Karma! (We All Shine On),John Lennon,J,0.016096579,1970,50,73,205133,11,4,0.000899,0.624,0.931,0.00149,-9.988,0.116,0.14,119.887,['Rock music'],47687,0,0
seventies_Happy Xmas (War Is Over),John Lennon,J,0.016096579,1971,52,73,213880,2,3,0.319,0.328,0.607,0,-11.076,0.0315,0.395,146.539,"['Rock music', 'Christmas music']",45583,0,0
seventies_Love Is In The Air,John Paul Young,J,0.002012072,1977,60,52,210293,0,4,0.0254,0.557,0.791,0.000264,-7.201,0.0389,0.895,122.34,['Disco music'],38817,0,0
seventies_I Can See Clearly Now,Johnny Nash,J,0.002012072,1972,65,59,164733,2,4,0.633,0.681,0.373,0.00113,-13.2,0.0568,0.623,123.423,['Reggae'],101368,0,0
seventies_Blue,Joni Mitchell,J,0.006036217,1971,46,69,177253,6,3,0.989,0.463,0.102,0.00354,-13.689,0.0436,0.456,133.946,"['Folk rock', 'Pop music']",102096,0,0
seventies_Help Me,Joni Mitchell,J,0.006036217,1974,50,69,204320,9,4,0.484,0.579,0.536,5.40E-05,-10.035,0.0388,0.67,81.868,"['Folk jazz', 'Soft rock']",15419,0,0
seventies_Big Yellow Taxi,Joni Mitchell,J,0.006036217,1970,68,69,134800,4,4,0.579,0.611,0.47,0,-9.135,0.0356,0.97,85.527,"['Folk rock', 'Pop music', 'Folk music']",122704,0,0
seventies_Transmission,Joy Division,J,0.002012072,1979,54,69,217199,7,4,0.00487,0.411,0.879,0.0446,-6.302,0.0468,0.499,153.31,['Post-punk'],21612,0,0
seventies_Forever Autumn,Justin Hayward,J,0.002012072,1979,22,43,312200,2,3,0.922,0.0982,0.211,0.0291,-15.392,0.0383,0.118,74.72,[],13938,14,0
seventies_Dust in the Wind,Kansas,K,0.004024145,1978,75,71,206266,7,4,0.367,0.475,0.322,0.00056,-10.687,0.0283,0.387,93.503,['Soft rock'],74141,0,28
seventies_Carry On Wayward Son,Kansas,K,0.004024145,1976,44,71,205026,9,4,0.000553,0.403,0.648,6.88E-05,-8.1,0.0325,0.904,126.682,"['Progressive rock', 'Hard rock']",74280,0,0
seventies_Wuthering Heights,Kate Bush,K,0.004024145,1978,65,66,269066,1,4,0.366,0.481,0.392,0.0452,-11.381,0.0312,0.52,124.572,"['Art pop', 'Art rock']",80120,0,0
seventies_The Man with the Child in His Eyes,Kate Bush,K,0.004024145,1978,50,66,158693,0,4,0.962,0.249,0.261,0.00154,-10.592,0.0334,0.195,90.007,['Progressive pop'],16909,0,0
seventies_That's the Way (I Like It),KC & The Sunshine Band,K,0.002012072,1975,43,66,306146,5,4,0.125,0.661,0.928,0.00277,-6.898,0.0441,0.851,108.587,"['Disco', 'Funk']",34151,0,0
seventies_Just Dropped In,Kenny Rogers,K,0.002012072,1977,41,70,204640,11,4,0.133,0.641,0.629,0.000525,-14.214,0.0765,0.33,107.827,['Psychedelic pop'],61166,0,0
seventies_Jungle Boogie,Kool & The Gang,K,0.002012072,1973,62,69,186533,5,4,0.115,0.808,0.85,0.000109,-8.772,0.0868,0.717,106.855,['Funk'],27328,0,0
seventies_The Robots,Kraftwerk,K,0.002012072,1978,47,58,372760,2,4,0.0236,0.806,0.765,0.617,-9.665,0.0583,0.353,115.023,"['Electronic music', 'Synthpop']",13454,0,0
seventies_Lady Marmalade,LaBelle,L,0.002012072,1975,47,44,237120,2,4,0.398,0.631,0.563,0,-12.135,0.0552,0.947,117.963,"['Soul music', 'Disco']",270198,6,0
seventies_Stairway to Heaven,Led Zeppelin,L,0.016096579,1971,76,83,482830,9,4,0.58,0.338,0.34,0.0032,-12.049,0.0339,0.197,82.433,"['Progressive rock', 'Folk rock', 'Hard rock']",286988,0,8
seventies_D'yer Mak'er,Led Zeppelin,L,0.016096579,1973,63,83,262748,9,4,0.262,0.525,0.929,2.90E-05,-8.56,0.0784,0.556,163.503,['Reggae rock'],44864,0,0
seventies_Since I've Been Loving You,Led Zeppelin,L,0.016096579,1970,60,83,444148,5,3,0.0021,0.393,0.364,0.0703,-10.945,0.0345,0.308,118.566,['Blues rock'],21991,0,0
seventies_All My Love,Led Zeppelin,L,0.016096579,1979,51,83,355893,7,4,0.123,0.552,0.791,1.42E-05,-8.356,0.0303,0.698,91.2,['Rock music'],44202,0,0
seventies_Rock and Roll,Led Zeppelin,L,0.016096579,1972,64,83,220560,9,4,0.000582,0.317,0.887,0.00258,-7.292,0.0375,0.871,169.613,"['Rock and roll', 'Hard rock']",30485,0,0
seventies_Black Dog,Led Zeppelin,L,0.016096579,1971,71,83,295386,4,4,0.396,0.437,0.864,0.0314,-7.842,0.0904,0.749,81.394,"['Hard rock', 'Blues rock']",45386,0,0
seventies_Kashmir,Led Zeppelin,L,0.016096579,1975,61,83,517125,2,3,0.452,0.483,0.615,0.000414,-8.538,0.0497,0.594,80.576,"['Hard rock', 'Progressive rock']",100853,0,0
seventies_Immigrant Song,Led Zeppelin,L,0.016096579,1970,76,83,146250,11,4,0.013,0.564,0.932,0.169,-10.068,0.0554,0.619,112.937,"['Hard rock', 'Viking metal']",140858,0,0
seventies_You Make Me Feel Like Dancing,Leo Sayer,L,0.004024145,1976,56,61,221306,8,4,0.0784,0.734,0.731,0,-5.24,0.0473,0.705,96.071,"['Disco', 'Pop music', 'Contemporary R&B']",22651,0,0
seventies_When I Need You,Leo Sayer,L,0.004024145,1977,49,61,255040,1,3,0.385,0.617,0.335,2.37E-05,-8.114,0.0303,0.115,109.577,['Soft rock'],33965,6,0
seventies_A Song For You,Leon Russell,L,0.002012072,1970,48,53,248600,5,4,0.973,0.48,0.0871,2.67E-06,-22.005,0.0442,0.205,118.037,['Vocal music'],105649,0,0
seventies_Chelsea Hotel No. 2,Leonard Cohen,L,0.002012072,2006,36,59,225213,5,3,0.753,0.394,0.264,0,-6.93,0.0329,0.226,119.326,[],132985,0,0
seventies_Lover Lover Lover,Leonard Cohen,L,0.006036217,1974,43,70,199480,7,4,0.574,0.705,0.408,1.27E-05,-11.488,0.0597,0.554,111.931,[],0,0,0
seventies_Famous Blue Raincoat,Leonard Cohen,L,0.006036217,1971,58,70,310773,9,3,0.948,0.474,0.0404,0.000263,-22.208,0.0387,0.18,119.415,['Folk music'],36411,0,0
seventies_Who by Fire,Leonard Cohen,L,0.006036217,1974,47,70,153493,9,4,0.872,0.459,0.152,0.00263,-15.176,0.0324,0.228,77.652,[],0,0,0
seventies_You Are My Love,Liverpool Express,L,0.002012072,1976,30,30,193373,9,4,0.788,0.341,0.492,0.0168,-8.459,0.0313,0.276,83.364,[],0,16,0
